Step,"16-16 (5,585)","32-32 (11,649)","64-64 (25,313)","128-128 (58,785)","256-256 (150,305)","512-512 (431,649)","1024-1024 (1,386,785)"
184321,13.3986148834229,15.7484321594238,19.9776287078857,23.0874137878418,29.8092975616455,30.2261905670166,32.2776489257813
188417,13.6102828979492,16.4848194122314,20.0934352874756,22.6789951324463,28.8442668914795,29.6420497894287,33.2068138122559
192513,13.6442623138428,16.8452415466309,20.5892276763916,22.5032062530518,28.9666690826416,30.1875495910645,31.4194679260254
196609,13.7773694992065,16.8620643615723,20.7185821533203,23.1833839416504,27.8196926116943,29.0008316040039,31.1935272216797
200705,13.9516429901123,17.0436706542969,20.7019233703613,22.8482398986816,29.8657512664795,29.6558055877686,32.2579307556152
204801,14.039267539978,16.5978965759277,21.5328025817871,23.6340007781982,29.4841156005859,30.8772525787354,32.6112785339356
208897,14.2306051254272,18.0122222900391,22.1014709472656,25.5610198974609,31.1792507171631,31.4896907806397,33.3529777526856
212993,14.1140413284302,18.4540596008301,22.5297241210938,26.0813827514648,31.3322925567627,31.6646118164063,31.4171085357666
217089,14.1062650680542,17.9842510223389,22.2194328308105,26.3194732666016,33.4157791137695,31.675199508667,32.962272644043
221185,14.1453380584717,17.811393737793,22.6322593688965,25.596851348877,33.2394523620606,32.719409942627,32.7746772766113
225281,14.5713224411011,18.016284942627,22.9288063049316,25.6087322235107,33.0166473388672,32.6036605834961,34.4230728149414
229377,14.898042678833,18.0746822357178,23.6626853942871,25.4560451507568,30.0908985137939,31.814868927002,34.6734619140625
233473,15.0724267959595,18.2652587890625,25.0017242431641,25.7936611175537,30.7281036376953,31.7127895355225,31.8523597717285
237569,15.207127571106,18.271858215332,24.8120632171631,26.4119033813477,30.3781852722168,31.2638149261475,32.7337951660156
241665,15.2520952224731,18.355281829834,23.4006500244141,26.2424144744873,30.3024291992188,30.7075843811035,34.7820205688477
245761,15.4830627441406,18.5182704925537,25.0754165649414,26.4571876525879,30.1353607177734,33.322380065918,34.8968086242676
249857,15.3759355545044,18.4369850158691,24.0823822021484,26.5293922424316,30.3727188110352,35.1726112365723,34.7129364013672
253953,15.4460554122925,18.7225513458252,25.5514678955078,26.6722068786621,30.834774017334,32.9935073852539,35.1443939208984
258049,15.3685522079468,18.826509475708,24.2667541503906,26.8633708953857,30.2329807281494,33.0617828369141,32.5952873229981
262145,15.0310945510864,18.7046279907227,25.2500820159912,26.7459945678711,30.2063446044922,34.2776947021484,32.9094886779785
266241,15.0662288665771,18.5101890563965,24.8292579650879,26.5434856414795,30.5345630645752,34.4807319641113,33.730583190918
270337,15.0558881759644,18.3540306091309,24.8413352966309,26.767240524292,30.7413558959961,33.0342330932617,32.9539833068848
274433,15.0766859054565,18.0420112609863,25.781436920166,27.0372314453125,30.4853630065918,33.0369682312012,35.9177665710449
278529,15.5946178436279,19.1244468688965,26.592041015625,26.4622287750244,30.9093341827393,33.5701599121094,33.0952224731445
282625,15.8183259963989,19.9678745269775,26.9027328491211,26.696720123291,31.0335178375244,33.5486488342285,33.3385810852051
286721,15.7041826248169,20.0608406066895,27.199556350708,26.878231048584,30.6797657012939,33.5429763793945,34.0173377990723
290817,15.8091049194336,19.8201160430908,27.2365455627441,26.7996425628662,30.8208999633789,33.8211364746094,36.0923690795898
294913,16.1248989105225,20.0099639892578,27.6313304901123,26.5841770172119,31.0650691986084,33.2231750488281,36.472713470459
299009,16.3636283874512,20.1536045074463,27.3953762054443,27.0030612945557,31.4467391967773,35.8481330871582,34.7019958496094
303105,16.2882537841797,20.2863502502441,27.7989902496338,27.1350917816162,31.600399017334,33.9410820007324,35.0148696899414
307201,16.5365085601807,21.2547721862793,28.0176010131836,26.8527984619141,31.7039337158203,32.8177299499512,36.9540328979492
311297,16.4828701019287,21.8840236663818,28.3469085693359,27.3689575195313,30.7282543182373,33.091365814209,36.1308746337891
315393,16.8996295928955,21.6849708557129,28.6244678497314,27.1534938812256,30.1443023681641,33.9366607666016,37.0854721069336
319489,17.1219158172607,21.4175682067871,29.6401252746582,27.0564308166504,30.4367713928223,34.4458236694336,36.9221572875977
323585,16.6837196350098,21.7661724090576,29.8367710113525,26.9698219299316,28.8568687438965,34.4769592285156,36.9826927185059
327681,17.0017585754395,22.3111000061035,29.3365688323975,27.1924724578857,28.8515796661377,33.6716613769531,35.1100921630859
331777,16.9829635620117,22.2327613830566,29.0848655700684,27.2272186279297,30.3255043029785,33.9442863464356,34.3095626831055
335873,17.0725269317627,22.3516044616699,28.5938663482666,27.1568717956543,31.1962490081787,34.1451988220215,35.1184501647949
339969,17.0810413360596,22.9437294006348,29.5816860198975,27.318302154541,31.6080265045166,33.7912864685059,34.6524505615234
344065,17.3283081054688,23.1030006408691,29.8772983551025,27.1439476013184,31.8295993804932,36.0154457092285,36.7217864990234
348161,17.4757289886475,22.9848575592041,28.8977489471436,27.425630569458,31.091775894165,34.632999420166,37.2171669006348
352257,17.3287544250488,22.9498386383057,29.6276512145996,26.2381820678711,31.63258934021,35.6472702026367,36.997673034668
356353,18.0956745147705,23.1630153656006,28.8352012634277,26.2535057067871,32.1197204589844,36.4891242980957,36.1902847290039
360449,18.5424423217773,23.1814594268799,29.1054077148438,27.1658496856689,31.7668132781982,36.6804008483887,37.6706237792969
364545,18.5758018493652,22.4610939025879,29.0946922302246,27.244119644165,31.8886394500732,36.301456451416,36.9595108032227
368641,18.4898529052734,22.3985195159912,29.1639862060547,28.4122257232666,31.0573787689209,36.0242042541504,37.763427734375
372737,18.8036460876465,22.6734714508057,30.3989105224609,28.2992706298828,30.0800743103027,36.5222969055176,36.0387268066406
376833,18.7041721343994,22.9192962646484,30.4662189483643,28.6975059509277,29.1790599822998,36.6726837158203,38.5970230102539
380929,18.5840854644775,23.1465301513672,30.1946926116943,28.979398727417,30.6302528381348,37.2376937866211,38.2899894714356
385025,18.779052734375,23.1712913513184,30.4080753326416,30.4091014862061,32.9441719055176,37.0015716552734,37.8969993591309
389121,18.980297088623,23.5699234008789,30.8786678314209,29.4026889801025,31.8337631225586,37.2552947998047,35.4789962768555
393217,19.0619277954102,22.9721736907959,30.6987857818604,29.6966724395752,33.2083129882813,37.4538955688477,36.9550666809082
397313,19.09397315979,23.6429901123047,31.2065601348877,29.9817066192627,32.9103393554688,38.3420715332031,39.0973014831543
401409,19.3411598205566,23.9994258880615,31.6497802734375,28.7613430023193,32.7327690124512,37.750602722168,38.4782485961914
405505,19.3847579956055,23.9104156494141,30.4320278167725,29.5514297485352,32.1704406738281,38.7519874572754,38.4569511413574
409601,19.6820335388184,23.6303119659424,30.6061954498291,29.8124389648438,32.0728645324707,38.440788269043,38.7837829589844
413697,20.4382839202881,24.8174591064453,31.3238143920898,29.1119174957275,32.5246658325195,38.7195854187012,38.9099502563477
417793,20.547794342041,23.6468067169189,30.9720134735107,30.4674911499023,30.9515647888184,38.8555488586426,37.2389450073242
421889,20.7175045013428,23.4859027862549,30.0718936920166,29.4743938446045,31.6810970306397,39.1677436828613,37.5074272155762
425985,21.4001979827881,24.4495506286621,29.7764186859131,29.334379196167,31.6137542724609,37.284969329834,39.8611450195313
430081,20.7607307434082,24.8733005523682,30.5955810546875,30.2706451416016,32.5542182922363,39.3930931091309,39.8160705566406
434177,21.5352878570557,25.088321685791,30.9334278106689,29.7922039031982,31.4092807769775,37.7730026245117,40.3909301757813
438273,21.6042137145996,25.210018157959,31.4557151794434,30.3814525604248,30.9063205718994,37.4224586486816,40.1864929199219
442369,22.0860214233398,24.7101440429688,31.5780811309814,29.5622215270996,30.893627166748,37.4882507324219,39.6311454772949
446465,22.7183380126953,25.0950412750244,31.0174770355225,30.9233627319336,30.7262077331543,39.2600440979004,40.0632705688477
450561,22.9254779815674,25.3404712677002,32.0362892150879,31.0016479492188,30.8572769165039,36.5862350463867,40.6757659912109
454657,23.1107215881348,25.4487972259522,31.5305080413818,30.5989284515381,31.3522129058838,39.4917869567871,40.0357475280762
458753,23.354455947876,25.2685031890869,31.3816909790039,30.3643398284912,31.1639614105225,39.7114410400391,40.8822593688965
462849,22.982780456543,26.0127410888672,31.4448795318604,31.1102333068848,31.2400550842285,39.7129783630371,40.9065475463867
466945,23.1647815704346,26.0134124755859,31.0776424407959,31.6726779937744,32.0737800598145,39.7969741821289,37.5786056518555
471041,23.1826400756836,26.0347080230713,30.9234790802002,31.8690795898438,32.978645324707,39.988452911377,38.343376159668
475137,23.2923221588135,25.5413112640381,31.5179996490479,31.0286159515381,32.1328811645508,38.0392990112305,40.7132682800293
479233,23.7988624572754,25.7305850982666,30.8145904541016,31.5625267028809,31.963623046875,40.3131980895996,40.660514831543
483329,23.6831798553467,25.1956405639648,30.2223567962647,30.7223777770996,30.0044002532959,40.2893142700195,40.9301528930664
487425,23.7015533447266,25.3672981262207,29.3728523254395,31.4823932647705,30.1218776702881,38.1020698547363,41.3092460632324
491521,24.31081199646,25.7377090454102,30.2533798217773,31.5581607818604,32.1914863586426,38.2683410644531,40.9465713500977
495617,24.6391448974609,25.6975383758545,31.5558853149414,32.2090530395508,30.6045436859131,39.8714065551758,41.6243438720703
499713,24.4665813446045,25.6508464813232,31.1410808563232,30.9299087524414,31.664083480835,39.7814407348633,41.0890655517578
503809,23.310001373291,25.4333953857422,31.3577785491943,29.2934303283691,30.8365383148193,40.0098533630371,41.947151184082
507905,23.2395553588867,24.8947525024414,31.4089698791504,29.3409461975098,32.3950424194336,40.5329971313477,41.1050529479981
512001,23.3883018493652,25.1644325256348,31.2054405212402,30.3724575042725,32.8879585266113,40.4121704101563,41.8931922912598
516097,23.4326438903809,25.1183757781982,32.2880973815918,30.740873336792,31.7825832366943,40.1506614685059,41.7361564636231
520193,23.5187015533447,25.55544090271,31.6897373199463,30.2122421264648,32.8155708312988,37.5088195800781,42.0671310424805
524289,23.6923980712891,25.668212890625,31.0314292907715,33.3554458618164,32.4062194824219,38.4237289428711,42.2923202514648
528385,24.7178401947022,26.13525390625,30.3702735900879,33.2334365844727,33.3885192871094,38.3845901489258,41.8593521118164
532481,24.7029991149902,26.2401332855225,31.3694133758545,30.3770809173584,31.7988166809082,40.5032730102539,42.4205703735352
536577,25.4306869506836,26.2210540771484,32.2008857727051,31.1767959594727,31.8204917907715,36.2049369812012,42.4208068847656
540673,25.0690689086914,26.341724395752,31.4031047821045,30.9049243927002,31.7737598419189,40.3780708312988,42.7472686767578
544769,24.9868812561035,25.6173419952393,31.7669582366943,30.7216281890869,32.8422966003418,40.1824455261231,42.3468818664551
548865,24.8371543884277,26.2511539459229,31.6057624816895,29.9989719390869,34.3332138061523,40.2424964904785,42.2468109130859
552961,24.9832649230957,25.8150901794434,31.2368450164795,31.3597316741943,34.1098670959473,40.2084503173828,42.4061279296875
557057,24.9906406402588,26.0427207946777,31.2753410339355,30.531681060791,33.9859275817871,40.3177604675293,42.7378463745117
561153,24.9003963470459,25.5374584197998,31.0469264984131,31.3539047241211,31.7143039703369,40.4303436279297,43.2531356811523
565249,25.239933013916,26.5468578338623,30.8808555603027,32.0788497924805,32.6437873840332,38.0441627502441,43.1443099975586
569345,25.2833156585693,27.3845920562744,31.0112762451172,30.97265625,33.3047561645508,38.4851264953613,42.7449111938477
573441,25.5487213134766,27.6174774169922,31.6234645843506,31.136646270752,33.3623123168945,38.1137771606445,43.0900115966797
577537,25.9916114807129,27.8211517333984,31.4894142150879,31.750581741333,32.2589874267578,40.560546875,43.485481262207
581633,25.9874591827393,27.5758571624756,30.8714981079102,31.7204208374023,32.5622367858887,40.6818542480469,43.1891670227051
585729,25.6755485534668,27.4003009796143,31.6372680664063,30.6004199981689,32.9625968933106,40.7184371948242,43.1408271789551
589825,25.9309253692627,27.222827911377,31.298189163208,30.1705646514893,32.3785400390625,40.8183097839356,43.0530014038086
593921,25.6814365386963,27.1716651916504,31.9407138824463,31.998104095459,31.8166332244873,40.742374420166,43.0919151306152
598017,24.7926845550537,28.4303531646729,31.278018951416,31.6921215057373,31.830810546875,40.9733123779297,43.7449264526367
602113,24.6900424957275,28.3621997833252,30.9426555633545,31.5723991394043,31.9557609558105,41.0149421691895,43.5427665710449
606209,24.7744846343994,28.1614418029785,31.0663070678711,31.8912582397461,31.7690162658691,41.1842422485352,43.7528228759766
610305,24.7487697601318,28.2713413238525,31.068265914917,31.7876758575439,31.3747215270996,39.1124038696289,44.1406631469727
614401,25.1905403137207,28.0385417938232,31.1595783233643,32.301212310791,32.7206268310547,38.9997749328613,44.1830215454102
618497,24.9175415039063,28.3649082183838,31.2384243011475,31.4746494293213,32.7624816894531,39.159107208252,44.4697532653809
622593,25.7167263031006,27.8290367126465,31.284086227417,31.3315258026123,33.4749374389648,39.118579864502,44.1406631469727
626689,25.8238677978516,27.5628757476807,31.0967903137207,32.03369140625,32.2420921325684,41.3210906982422,44.1830215454102
630785,25.9153003692627,27.8336124420166,32.0476264953613,31.9823703765869,31.9803314208984,41.1968460083008,44.4697532653809
634881,26.9987754821777,28.225902557373,32.0441703796387,32.5951919555664,31.8629913330078,41.1921081542969,44.4697532653809
638977,27.0260105133057,28.2609195709229,31.7887401580811,32.6129493713379,32.0405578613281,41.4580955505371,44.4697532653809
643073,26.1378231048584,27.8138980865479,31.8710765838623,32.1526184082031,32.6120414733887,41.2683868408203,44.4697532653809
647169,26.6162757873535,28.0316734313965,32.1103172302246,32.1078681945801,32.2477226257324,41.3337745666504,44.4697532653809
651265,26.3362770080566,28.3620281219482,31.8461818695068,31.3828735351563,32.8830757141113,41.5084266662598,44.4697532653809
655361,26.2919082641602,29.1581535339355,31.7050380706787,32.2007141113281,31.7152194976807,41.5110702514648,44.4697532653809
659457,26.0280590057373,29.3845710754395,31.3671588897705,32.1969375610352,32.1942901611328,41.4968872070313,44.4697532653809
663553,26.7358436584473,28.3350791931152,31.3153419494629,31.5820655822754,33.0141258239746,41.5208969116211,44.4697532653809
667649,27.2831325531006,28.3987655639648,31.3489837646484,30.9725456237793,32.9809532165527,41.5809745788574,44.4697532653809
671745,27.2298851013184,28.4067440032959,31.7853908538818,31.9544715881348,31.2084445953369,41.5658683776856,44.4697532653809
675841,27.2475700378418,28.6083641052246,32.0707015991211,31.891674041748,33.1196708679199,41.0950622558594,44.4697532653809
679937,27.2913646697998,29.3062515258789,31.7303981781006,31.4950942993164,32.4895553588867,41.4813613891602,44.4697532653809
684033,27.3046836853027,29.2712440490723,31.7531452178955,31.4978294372559,32.1714210510254,41.6880798339844,44.4697532653809
688129,27.0780601501465,29.7287826538086,31.6366634368897,31.2747077941895,32.4886360168457,41.6763877868652,44.4697532653809
692225,27.5050430297852,29.8761215209961,31.600399017334,32.1570434570313,32.8974151611328,41.7018775939941,44.4697532653809
696321,27.5270385742188,29.5482292175293,32.081729888916,32.8535652160645,31.5655403137207,41.7220153808594,44.4697532653809
700417,27.6534652709961,28.9986686706543,31.574146270752,33.1201858520508,32.2014541625977,41.8289489746094,44.4697532653809
704513,27.6847305297852,28.85036277771,31.6007194519043,32.0198440551758,32.8209037780762,41.7521286010742,44.4697532653809
708609,27.6250782012939,29.35520362854,31.178524017334,31.7829246520996,32.7166938781738,41.8293876647949,44.4697532653809
712705,27.4879112243652,28.5010261535645,31.6751136779785,31.7173233032227,33.0162658691406,41.6223068237305,44.4697532653809
716801,27.8495826721191,28.9475154876709,32.9437789916992,32.1023063659668,31.9170246124268,41.7404670715332,44.4697532653809
720897,27.4608097076416,29.1227207183838,32.4577445983887,32.3863716125488,31.7228889465332,41.7947158813477,44.4697532653809
724993,27.8788566589355,29.3245849609375,32.6399688720703,32.4269065856934,30.295877456665,41.7823867797852,44.4697532653809
729089,27.1189250946045,29.250431060791,33.0372734069824,32.8342819213867,30.0993537902832,41.7571601867676,44.4697532653809
733185,27.308256149292,29.6306705474854,32.1230773925781,33.0614700317383,29.7357330322266,41.742790222168,44.4697532653809
737281,26.710018157959,29.7074146270752,32.1027908325195,32.5403251647949,29.8820095062256,41.7265090942383,44.4697532653809
741377,26.609920501709,29.5066871643066,32.1721000671387,32.8552589416504,30.615665435791,39.5555610656738,44.4697532653809
745473,26.6501922607422,29.4754600524902,32.2195014953613,33.3778114318848,33.1177635192871,41.8303146362305,44.4697532653809
749569,27.1225624084473,29.6746559143066,32.0438919067383,35.2345504760742,32.8950042724609,41.7783927917481,44.4697532653809
753665,26.9913711547852,29.2450180053711,32.6521835327148,33.2557182312012,32.9499702453613,41.8784523010254,44.4697532653809
757761,27.1537265777588,29.4084300994873,33.0420150756836,32.9335632324219,32.7840042114258,41.8919410705566,44.4697532653809
761857,27.1293487548828,28.5377044677734,33.0378723144531,32.4562797546387,32.5229339599609,42.0356292724609,44.4697532653809
765953,27.2778816223145,28.6383266448975,30.8103542327881,32.2890586853027,32.2285461425781,41.9974250793457,44.4697532653809
770049,26.3875827789307,28.6347045898438,30.6035442352295,32.6984786987305,32.341438293457,41.9530448913574,41.8385200500488
774145,26.7844085693359,29.5722618103027,31.0134773254395,32.2265090942383,33.1889953613281,41.8987045288086,44.4697532653809
778241,26.9313411712647,29.8899536132813,31.1634674072266,32.8374938964844,35.2563056945801,41.8700294494629,44.4697532653809
782337,26.9843978881836,29.4008884429932,31.8456974029541,32.9413948059082,32.9442329406738,41.8385200500488,44.4697532653809
786433,27.1802711486816,29.6304092407227,31.8308944702148,33.0806083679199,30.585844039917,41.9672050476074,44.4697532653809
790529,26.7664184570313,29.1821689605713,32.1004943847656,33.7070388793945,31.2959442138672,41.8219680786133,44.4697532653809
794625,26.6119346618652,29.2217235565186,31.7439517974854,33.4383430480957,30.7677612304688,41.9374465942383,44.4697532653809
798721,27.4617767333984,28.9988746643066,31.6690731048584,33.3093338012695,31.806547164917,42.0762176513672,44.4697532653809
802817,28.270191192627,29.2785301208496,31.9605598449707,33.3646659851074,31.386043548584,42.0586776733398,44.4697532653809
806913,28.4287147521973,29.919849395752,32.5934791564941,33.3738670349121,32.1993598937988,42.0311050415039,44.4697532653809
811009,28.3316555023193,28.6711368560791,31.0195865631104,33.6823310852051,32.2490959167481,41.9641799926758,44.4697532653809
815105,29.3494529724121,29.6429500579834,32.7879219055176,33.8322486877441,32.6007652282715,41.9589195251465,41.9589195251465
819201,29.1597290039063,30.0076332092285,33.0119781494141,34.0242729187012,33.0816078186035,41.9345893859863,41.9345893859863
823297,29.1873626708984,28.7938690185547,31.9249839782715,33.6557960510254,33.2614212036133,41.8543472290039,44.4697532653809
827393,29.3921546936035,28.7084636688232,32.1340255737305,32.8030586242676,31.8794403076172,41.8928565979004,44.4697532653809
831489,28.937894821167,29.4345874786377,31.7934684753418,33.5431632995606,33.522876739502,42.0479278564453,44.4697532653809
835585,28.4005565643311,30.4800910949707,32.0770530700684,33.1169128417969,32.9146194458008,42.0350952148438,44.4697532653809
839681,28.1061058044434,30.4632129669189,32.0439834594727,33.1575393676758,31.7535552978516,37.0400772094727,44.4697532653809
843777,28.9909114837647,29.7725925445557,32.2028503417969,33.806022644043,33.3871078491211,41.9334297180176,42.0350952148438
847873,28.881742477417,30.1128540039063,31.8899192810059,33.426082611084,32.6767883300781,41.9131546020508,44.4697532653809
851969,29.2302360534668,30.0475196838379,32.0827827453613,33.6319084167481,34.9794235229492,41.9236831665039,44.4697532653809
856065,29.7174587249756,30.2031593322754,32.0961112976074,33.5781059265137,32.9409866333008,41.9154663085938,44.4697532653809
860161,29.2866477966309,29.7657318115234,32.0715751647949,33.7207145690918,31.1422023773193,38.7691802978516,44.4697532653809
864257,29.8666114807129,29.8164234161377,31.9220867156982,33.2240524291992,30.236156463623,41.8274421691895,44.4697532653809
868353,29.8795986175537,30.0409927368164,31.8786125183105,32.6043739318848,33.1525077819824,41.9012565612793,44.4697532653809
872449,29.0877895355225,30.2382984161377,32.1458473205566,33.0146598815918,33.611011505127,41.9796257019043,38.9218292236328
876545,28.8615951538086,30.4596385955811,32.2782936096191,33.1372032165527,33.7203330993652,41.9671096801758,44.4697532653809
880641,28.855525970459,30.2033348083496,32.0189514160156,33.7180366516113,33.3824615478516,42.0044250488281,44.4697532653809
884737,28.9379501342773,29.8642425537109,32.0116310119629,33.688175201416,31.9547634124756,42.0068359375,44.4697532653809
888833,28.6666870117188,29.9560146331787,32.0767097473145,33.2887115478516,33.0516471862793,41.9338264465332,44.4697532653809
892929,28.6532936096191,29.7840728759766,32.0368499755859,32.5112838745117,32.8943977355957,41.9064559936523,44.4697532653809
897025,29.3920402526855,30.6177101135254,32.0550537109375,32.3681640625,32.1177787780762,41.8658447265625,44.4697532653809
901121,29.6020469665527,30.6858749389648,32.4968795776367,33.031063079834,31.0902805328369,42.0017929077148,44.4697532653809
905217,29.5728816986084,30.4952011108398,32.0670852661133,34.0584030151367,30.3468360900879,36.2080039978027,44.4697532653809
909313,29.4816627502441,30.2415714263916,31.919282913208,33.518440246582,30.6342277526855,38.9218292236328,44.4697532653809
913409,28.6205673217773,29.3876953125,31.6327667236328,32.7420501708984,31.768087387085,42.004508972168,44.4697532653809
917505,28.7605094909668,30.5546989440918,31.6653728485107,32.9671936035156,32.7511138916016,41.7959136962891,44.4697532653809
921601,28.8751373291016,30.2162799835205,32.4604110717773,33.7674827575684,32.0825920104981,41.9089546203613,44.4697532653809
925697,28.9622230529785,30.3564395904541,33.0273132324219,33.5326652526856,33.0559959411621,41.9209632873535,44.4697532653809
929793,28.9273567199707,30.6530055999756,32.8968391418457,33.9286346435547,33.7975273132324,42.1004409790039,44.4697532653809
933889,28.9783897399902,30.293363571167,33.266242980957,33.819149017334,31.9311141967773,42.0730857849121,44.4697532653809
937985,29.1473159790039,30.1621246337891,33.0860290527344,34.0572319030762,33.2060012817383,42.0523147583008,42.0417976379395
942081,29.2589454650879,30.0773811340332,31.7469921112061,32.8396797180176,31.1318817138672,37.1996536254883,42.028751373291
946177,29.3023109436035,30.1665077209473,33.1215744018555,32.1514549255371,30.871524810791,41.9339599609375,44.4697532653809
950273,29.3122444152832,30.3480224609375,32.3460311889648,31.9184017181397,31.9512825012207,41.8563613891602,44.4697532653809
954369,30.1963348388672,30.7108612060547,32.3095855712891,30.9329013824463,31.3386840820313,42.0332374572754,44.4697532653809
958465,29.4228916168213,29.959135055542,32.8922119140625,30.6632041931152,32.4582328796387,41.883659362793,44.4697532653809
962561,30.0936946868897,30.6234703063965,32.8601379394531,30.5758724212647,33.6296310424805,41.9218215942383,44.4697532653809
966657,29.8719310760498,30.392068862915,33.1862602233887,30.7327938079834,32.268440246582,41.8942222595215,44.4697532653809
